pi_time,state_time,mot_ang,mot_vel,mot_acc,mot_volt,mot_cur,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,ank_ang
1713469424.0542262,7227871,1232,548,58,-136,-3604,23960,214,35,79,0,0,3954
1713469424.05823,7227875,1303,392,-152,-392,-3668,23960,214,35,79,0,0,3962
1713469424.0622258,7227879,1355,284,-342,-664,-3628,23960,214,35,79,0,0,3966
1713469424.0662298,7227883,1393,206,-457,-696,-3670,23956,253,35,79,0,0,3970
1713469424.070262,7227887,1424,167,-459,-840,-3726,23956,253,35,79,0,0,3975
1713469424.0742295,7227891,1454,167,-381,-848,-3763,23935,323,35,79,0,0,3977
1713469424.0782256,7227895,1481,152,-269,-888,-3826,23935,323,35,79,0,0,3983
1713469424.0822282,7227899,1511,162,-152,-712,-3906,23935,323,35,79,0,0,3986
1713469424.0862672,7227903,1548,201,-50,-720,-3967,23921,361,36,79,0,0,3990
1713469424.0902376,7227907,1593,254,26,-592,-3997,23921,361,36,79,0,0,3994
1713469424.0942287,7227911,1645,285,89,-392,-4058,23921,353,36,79,0,0,3998
1713469424.0982304,7227915,1707,338,134,-352,-4070,23921,353,36,79,0,0,4005
1713469424.1022248,7227919,1775,375,174,-272,-4091,23921,353,36,79,0,0,4012
1713469424.1077034,7227925,1898,454,204,-176,-4129,23924,352,35,79,0,0,4022
1713469424.110284,7227927,1944,487,205,-128,-4105,23924,352,35,79,0,0,4027
1713469424.1142318,7227931,2041,529,209,-176,-4140,23925,327,35,79,0,0,4032
1713469424.1182506,7227935,2142,558,203,-112,-4135,23925,327,35,79,0,0,4041
1713469424.1222258,7227939,2246,577,183,-104,-4175,23925,327,35,79,0,0,4050
1713469424.1262462,7227943,2352,575,146,-160,-4230,23929,289,36,79,0,0,4059
1713469424.1302402,7227947,2448,535,76,-208,-4262,23929,289,36,79,0,0,4068
1713469424.1342256,7227951,2536,478,5,-304,-4310,23939,261,36,79,0,0,4074
1713469424.1382353,7227955,2610,414,-88,-440,-4330,23939,261,36,79,0,0,4082
1713469424.1422174,7227959,2677,364,-158,-568,-4353,23939,261,36,79,0,0,4088
1713469424.1462388,7227963,2738,329,-203,-640,-4358,23943,297,36,79,0,0,4092
1713469424.1502185,7227967,2791,294,-215,-640,-4401,23943,297,36,79,0,0,4098
1713469424.1542394,7227971,2842,281,-185,-760,-4432,23930,354,35,79,0,0,4102
1713469424.1582546,7227975,2892,276,-147,-824,-4445,23930,354,35,79,0,0,4107
1713469424.162229,7227979,2940,266,-103,-816,-4536,23930,354,35,79,0,0,4111
1713469424.166221,7227983,2993,283,-59,-784,-4585,23914,405,35,79,0,0,4116
1713469424.1702254,7227987,3041,263,-38,-736,-4629,23914,405,35,79,0,0,4122
1713469424.1742234,7227991,3096,301,0,-720,-4676,23908,378,35,79,0,0,4125
1713469424.1782205,7227995,3156,332,30,-664,-4713,23908,378,35,79,0,0,4131
1713469424.1822188,7227999,3219,351,54,-704,-4774,23908,378,35,79,0,0,4138
1713469424.1862695,7228003,3286,371,78,-736,-4825,23910,370,35,79,0,0,4143
1713469424.1902235,7228007,3350,352,68,-768,-4872,23910,370,35,79,0,0,4148
1713469424.1942186,7228011,3416,363,68,-776,-4922,23908,394,36,79,0,0,4152
1713469424.1982381,7228015,3475,331,20,-888,-5002,23908,394,36,79,0,0,4158
1713469424.2022648,7228019,3532,313,-12,-920,-5073,23908,394,36,79,0,0,4164
1713469424.206224,7228023,3581,268,-54,-960,-5145,23898,428,36,79,0,0,4167
1713469424.2102165,7228027,3626,243,-89,-1160,-5172,23898,428,36,79,0,0,4170
1713469424.2142549,7228031,3667,223,-103,-1392,-5220,23891,476,36,79,0,0,4174
1713469424.2182233,7228035,3685,100,-158,-1616,-5289,23891,476,36,79,0,0,4177
1713469424.222222,7228039,3692,41,-206,-1704,-5386,23891,476,36,79,0,0,4177
1713469424.2262714,7228043,3698,27,-231,-1752,-5511,23877,515,35,79,0,0,4179
1713469424.2302184,7228047,3699,10,-227,-1776,-5629,23877,515,35,79,0,0,4180
1713469424.2342343,7228051,3703,20,-186,-1800,-5728,23863,587,35,79,0,0,4180
1713469424.2382295,7228055,3706,20,-121,-1832,-5820,23863,587,35,79,0,0,4182
1713469424.2422388,7228059,3708,11,-44,-1880,-5922,23863,587,35,79,0,0,4183
1713469424.246227,7228063,3707,-5,-24,-1928,-6007,23838,641,36,79,0,0,4184
1713469424.2502215,7228067,3705,-15,-23,-1984,-6101,23838,641,36,79,0,0,4184
1713469424.2542229,7228071,3699,-25,-32,-2032,-6197,23823,687,35,79,0,0,4184
1713469424.2582467,7228075,3696,-19,-34,-2104,-6299,23823,687,35,79,0,0,4185
1713469424.2622254,7228079,3687,-49,-41,-2224,-6352,23823,687,35,79,0,0,4185
1713469424.2662265,7228083,3674,-76,-52,-2392,-6419,23808,709,35,79,0,0,4184
1713469424.2702212,7228087,3650,-131,-77,-2408,-6547,23808,709,35,79,0,0,4185
1713469424.2742236,7228091,3634,-90,-82,-2192,-6735,23795,797,36,79,0,0,4184
1713469424.2782295,7228095,3636,7,-26,-2096,-6874,23795,797,36,79,0,0,4185
1713469424.2823389,7228099,3642,38,40,-2168,-6897,23795,797,36,79,0,0,4186
1713469424.2862303,7228103,3641,-5,89,-2312,-6923,23782,842,36,79,0,0,4185
1713469424.290223,7228107,3634,-40,88,-2352,-6999,23782,842,36,79,0,0,4186
1713469424.2942228,7228111,3626,-44,52,-2328,-7126,23768,894,36,79,0,0,4186
1713469424.2982256,7228115,3621,-28,-8,-2336,-7246,23768,894,36,79,0,0,4187
1713469424.3022203,7228119,3615,-33,-49,-2368,-7318,23768,894,36,79,0,0,4187
1713469424.3062384,7228123,3607,-46,-40,-2408,-7390,23765,931,36,79,0,0,4187
1713469424.310425,7228127,3596,-58,-21,-2416,-7483,23765,931,36,79,0,0,4187
1713469424.3142262,7228131,3588,-47,-7,-2336,-7601,23754,988,36,79,0,0,4188
1713469424.3182368,7228135,3587,-5,6,-2288,-7691,23754,988,36,79,0,0,4188
1713469424.3222244,7228139,3589,12,27,-2344,-7749,23754,988,36,79,0,0,4189
1713469424.3262706,7228143,3586,-19,42,-2440,-7805,23754,1036,35,79,0,0,4188
1713469424.3302262,7228147,3582,-20,37,-2464,-7883,23754,1036,35,79,0,0,4188
1713469424.334223,7228151,3579,-11,25,-2480,-7986,23747,1073,36,79,0,0,4189
1713469424.3382814,7228155,3578,-3,6,-2536,-8082,23747,1073,36,79,0,0,4189
1713469424.3422685,7228159,3576,-11,-8,-2584,-8176,23747,1073,36,79,0,0,4191
1713469424.3462691,7228163,3571,-25,-4,-2600,-8260,23741,1092,36,79,0,0,4189
1713469424.3503232,7228167,3566,-27,-2,-2688,-8334,23741,1092,36,79,0,0,4190
1713469424.3542385,7228171,3560,-31,-10,-2744,-8426,23726,1130,36,79,0,0,4191
1713469424.3583798,7228175,3548,-66,-27,-2928,-8496,23726,1130,36,79,0,0,4191
1713469424.3622243,7228179,3528,-109,-55,-3080,-8568,23726,1130,36,79,0,0,4190
1713469424.3662431,7228183,3504,-130,-84,-3008,-8739,23702,1204,36,79,0,0,4191
1713469424.3702242,7228187,3488,-87,-87,-2928,-8931,23702,1204,36,79,0,0,4190
1713469424.374226,7228191,3477,-56,-53,-3024,-9012,23670,1281,35,79,0,0,4189
1713469424.3782268,7228195,3457,-110,-22,-3208,-9064,23670,1281,35,79,0,0,4187
1713469424.3822248,7228199,3424,-179,-22,-3496,-9160,23670,1281,35,79,0,0,4185
1713469424.386228,7228203,3371,-289,-69,-3992,-9218,23644,1394,35,79,0,0,4182
1713469424.3902256,7228207,3284,-479,-200,-4824,-9410,23644,1394,35,79,0,0,4176
1713469424.394225,7228211,3145,-766,-407,-5384,-9823,23587,1634,36,79,0,0,4168
1713469424.398227,7228215,2954,-1046,-653,-6496,-10058,23587,1634,36,79,0,0,4152
1713469424.4022362,7228219,2693,-1437,-896,-7416,-10174,23587,1634,36,79,0,0,4136
1713469424.406224,7228223,2364,-1809,-1153,-8392,-10377,23466,2140,36,79,0,0,4110
1713469424.4102204,7228227,1961,-2211,-1366,-9512,-10481,23466,2140,36,79,0,0,4077
1713469424.4142241,7228231,1490,-2590,-1528,-10848,-10659,23251,3012,36,79,0,0,4046
1713469424.418223,7228235,943,-3015,-1635,-11328,-10928,23251,3012,36,79,0,0,4002
1713469424.4222274,7228239,323,-3408,-1702,-12768,-11337,23251,3012,36,79,0,0,3965
1713469424.4262269,7228243,-359,-3760,-1723,-12920,-11576,22962,4181,35,79,0,0,3910
1713469424.4302247,7228247,-1071,-3917,-1652,-12808,-11682,22962,4181,35,79,0,0,3854
1713469424.4342232,7228251,-1774,-3864,-1406,-12824,-11592,22656,5410,35,79,0,0,3809
1713469424.4382281,7228255,-2458,-3764,-1014,-13088,-11758,22656,5410,35,79,0,0,3749
1713469424.4422257,7228259,-3122,-3649,-538,-12616,-12103,22656,5410,35,79,0,0,3707
1713469424.446228,7228263,-3763,-3528,-82,-11440,-12315,22429,6216,36,79,0,0,3654
1713469424.4502223,7228267,-4380,-3394,269,-11784,-12429,22429,6216,36,79,0,0,3603
1713469424.4542239,7228271,-4963,-3204,478,-10456,-12447,22311,6531,36,79,0,0,3568
1713469424.458225,7228275,-5497,-2934,608,-10728,-12633,22311,6531,36,79,0,0,3521
1713469424.4622226,7228279,-6015,-2848,691,-10944,-12256,22311,6531,36,79,0,0,3486
1713469424.466297,7228283,-6524,-2797,708,-10520,-12410,22324,6309,36,79,0,0,3440
1713469424.470219,7228287,-7048,-2880,610,-11328,-12696,22324,6309,36,79,0,0,3394
1713469424.4742239,7228291,-7594,-3006,369,-11256,-12532,22345,6112,36,79,0,0,3359
1713469424.4782312,7228295,-8175,-3199,64,-11744,-12811,22345,6112,36,79,0,0,3307
1713469424.4822245,7228299,-8785,-3350,-283,-11736,-12713,22345,6112,36,79,0,0,3269
1713469424.486226,7228303,-9392,-3342,-457,-11840,-12707,22328,6129,35,79,0,0,3217
1713469424.4902308,7228307,-9973,-3186,-441,-11184,-12478,22328,6129,35,79,0,0,3166
1713469424.4957685,7228313,-10755,-2795,-38,-9704,-12126,22289,6232,35,79,0,0,3109
1713469424.4982224,7228315,-10985,-2615,178,-9392,-12350,22289,6232,35,79,0,0,3087
1713469424.5022247,7228319,-11372,-2134,658,-7800,-12132,22289,6232,35,79,0,0,3059
1713469424.506237,7228323,-11651,-1533,1178,-5600,-11928,22341,5932,35,79,0,0,3032
1713469424.5103266,7228327,-11793,-784,1705,-3784,-11387,22341,5932,35,79,0,0,3019
1713469424.5142362,7228331,-11795,-5,2217,-2520,-10828,22606,4679,35,79,0,0,3016
1713469424.5182548,7228335,-11716,429,2582,-1808,-10651,22606,4679,35,79,0,0,3017
1713469424.5227525,7228340,-11575,633,2587,-1440,-10074,22606,4679,35,79,0,0,3021
1713469424.526231,7228343,-11481,686,2331,-1152,-9721,22999,2992,35,79,0,0,3030
1713469424.5302224,7228347,-11338,784,1762,-664,-9407,22999,2992,35,79,0,0,3043
1713469424.5342207,7228351,-11172,910,1172,-160,-8912,23367,1513,35,79,0,0,3057
1713469424.5382261,7228355,-10942,1259,769,240,-8220,23367,1513,35,79,0,0,3077
1713469424.5422215,7228359,-10622,1759,773,1672,-7683,23367,1513,35,79,0,0,3101
1713469424.5462427,7228363,-10200,2319,1092,3416,-7436,23639,511,35,79,0,0,3139
1713469424.5502362,7228367,-9650,3019,1568,5648,-7120,23639,511,35,79,0,0,3188
1713469424.5542388,7228371,-8947,3865,2127,8152,-6650,23858,-226,35,79,0,0,3233
1713469424.5582411,7228375,-8078,4783,2686,10008,-5942,23858,-226,35,79,0,0,3300
1713469424.5622194,7228379,-7095,5403,3082,11480,-5399,23858,-226,35,79,0,0,3362
1713469424.5662212,7228383,-6050,5748,3166,12888,-5208,24079,-1028,36,79,0,0,3445
1713469424.5702224,7228387,-4928,6171,2986,14344,-5048,24079,-1028,36,79,0,0,3538
1713469424.5742161,7228391,-3696,6781,2683,14920,-4174,24257,-1590,36,79,0,0,3611
1713469424.5782566,7228395,-2445,6874,2255,15208,-3309,24257,-1590,36,79,0,0,3708
1713469424.5822217,7228399,-1195,6871,1731,16200,-3342,24257,-1590,36,79,0,0,3789
1713469424.5862212,7228403,114,7212,1375,16176,-2993,24332,-1733,36,79,0,0,3892
1713469424.5902166,7228407,1389,7010,1026,15040,-1991,24332,-1733,36,79,0,0,3991
1713469424.5942185,7228411,2582,6563,478,14424,-1841,24299,-1436,35,79,0,0,4066
1713469424.5982208,7228415,3740,6367,-114,13576,-1794,24299,-1436,35,79,0,0,4143
1713469424.6022177,7228419,4837,6033,-565,12184,-1217,24299,-1436,35,79,0,0,4189
1713469424.6062167,7228423,5826,5439,-1036,11472,-1108,24208,-931,36,79,0,0,4235
1713469424.6102264,7228427,6746,5058,-1486,11392,-1095,24208,-931,36,79,0,0,4277
1713469424.6142166,7228431,7665,5054,-1596,11400,-676,24111,-443,35,79,0,0,4308
1713469424.6182427,7228435,8581,5040,-1371,11032,-257,24111,-443,35,79,0,0,4340
1713469424.6222186,7228439,9450,4781,-1144,10352,-170,24111,-443,35,79,0,0,4364
1713469424.6268966,7228444,10471,4456,-869,9904,-350,24035,-107,35,79,0,0,4388
1713469424.6311626,7228448,11266,4371,-693,9760,-389,24035,-107,35,79,0,0,4405
1713469424.634215,7228451,11867,4397,-642,9680,-298,23986,80,35,79,0,0,4417
1713469424.6386333,7228456,12841,4266,-619,9032,-149,23986,80,35,79,0,0,4428
1713469424.6422453,7228459,13392,4068,-602,8584,-177,23986,80,35,79,0,0,4432
1713469424.6462176,7228463,14088,3829,-563,8240,-323,23961,187,35,79,0,0,4432
1713469424.6505716,7228467,14752,3654,-605,8000,-389,23961,187,35,79,0,0,4432
1713469424.6545467,7228471,15407,3597,-680,7856,-354,23965,166,36,79,0,0,4432
1713469424.6582203,7228475,16061,3603,-692,7664,-246,23965,166,36,79,0,0,4430
1713469424.6622224,7228479,16700,3512,-593,7120,-195,23965,166,36,79,0,0,4427
1713469424.6662238,7228483,17299,3296,-460,6424,-267,23960,197,36,79,0,0,4422
1713469424.6702166,7228487,17855,3056,-446,5856,-433,23960,197,36,79,0,0,4411
1713469424.6742208,7228491,18365,2808,-564,5376,-550,23966,171,35,79,0,0,4402
1713469424.6782236,7228495,18838,2598,-749,4912,-603,23966,171,35,79,0,0,4391
1713469424.6822214,7228499,19278,2420,-901,4320,-619,23966,171,35,79,0,0,4382
1713469424.6862228,7228503,19688,2253,-943,3736,-624,23968,150,35,79,0,0,4368
1713469424.6902208,7228507,20064,2068,-897,3152,-657,23968,150,35,79,0,0,4358
1713469424.6942284,7228511,20396,1831,-853,2520,-711,23972,121,36,79,0,0,4350
1713469424.6982226,7228515,20681,1565,-855,1888,-779,23972,121,36,79,0,0,4344
1713469424.7022204,7228519,20914,1278,-915,1168,-844,23972,121,36,79,0,0,4340
1713469424.7062352,7228523,21096,1002,-1012,496,-887,23968,143,36,79,0,0,4337
1713469424.7102482,7228527,21226,713,-1121,0,-962,23968,143,36,79,0,0,4336
1713469424.7142217,7228531,21288,341,-1219,-232,-1136,23957,176,36,79,0,0,4337
1713469424.7182236,7228535,21294,30,-1296,-464,-1090,23957,176,36,79,0,0,4337
1713469424.722219,7228539,21262,-171,-1313,-864,-835,23957,176,36,79,0,0,4339
1713469424.7262216,7228543,21202,-327,-1262,-1376,-717,23951,216,35,79,0,0,4340
1713469424.7306626,7228548,21079,-566,-1116,-2032,-769,23951,216,35,79,0,0,4347
1713469424.7342186,7228551,20980,-706,-1006,-2392,-864,23944,248,36,79,0,0,4353
1713469424.73822,7228555,20817,-894,-882,-2816,-908,23944,248,36,79,0,0,4364
1713469424.74222,7228559,20616,-1101,-815,-3264,-916,23944,248,36,79,0,0,4373
1713469424.7462413,7228563,20380,-1301,-822,-3720,-890,23934,308,36,79,0,0,4386
1713469424.750217,7228567,20108,-1494,-841,-4104,-850,23934,308,36,79,0,0,4398
1713469424.754473,7228571,19802,-1680,-855,-4568,-855,23921,339,36,79,0,0,4409
1713469424.7582421,7228575,19471,-1824,-844,-4832,-809,23921,339,36,79,0,0,4421
1713469424.7622244,7228579,19117,-1947,-789,-5152,-778,23921,339,36,79,0,0,4431
1713469424.7662327,7228583,18748,-2030,-705,-5464,-739,23910,382,35,79,0,0,4441
1713469424.770217,7228587,18359,-2138,-617,-5744,-707,23910,382,35,79,0,0,4451
1713469424.7742188,7228591,17950,-2247,-536,-6024,-686,23902,408,36,79,0,0,4457
1713469424.7782192,7228595,17515,-2391,-494,-6360,-687,23902,408,36,79,0,0,4465
1713469424.7822177,7228599,17051,-2554,-502,-6672,-711,23902,408,36,79,0,0,4471
1713469424.7862186,7228603,16556,-2723,-556,-6976,-707,23899,440,35,79,0,0,4475
1713469424.7902179,7228607,16029,-2900,-625,-7200,-726,23899,440,35,79,0,0,4478
1713469424.7942185,7228611,15482,-3004,-661,-7392,-692,23891,465,35,79,0,0,4478
1713469424.7982213,7228615,14937,-2999,-632,-7424,-622,23891,465,35,79,0,0,4478
1713469424.8022287,7228619,14393,-2989,-505,-7648,-555,23891,465,35,79,0,0,4478
1713469424.8062203,7228623,13847,-3002,-342,-7896,-508,23886,477,36,79,0,0,4477
1713469424.8102167,7228627,13280,-3118,-217,-8096,-566,23886,477,36,79,0,0,4474
1713469424.8142204,7228631,12685,-3267,-189,-8432,-639,23880,485,36,79,0,0,4471
1713469424.818225,7228635,12058,-3452,-276,-8648,-679,23880,485,36,79,0,0,4465
1713469424.8222177,7228639,11408,-3576,-426,-8744,-708,23880,485,36,79,0,0,4458
1713469424.8262198,7228643,10757,-3577,-518,-8808,-634,23881,502,36,79,0,0,4446
1713469424.8302135,7228647,10114,-3537,-479,-8944,-556,23881,502,36,79,0,0,4435
1713469424.834216,7228651,9460,-3598,-355,-9456,-529,23876,520,35,79,0,0,4424
1713469424.8382337,7228655,8771,-3790,-266,-9952,-716,23876,520,35,79,0,0,4408
1713469424.842215,7228659,8032,-4067,-302,-10408,-943,23876,520,35,79,0,0,4397
1713469424.8462179,7228663,7262,-4240,-461,-10456,-1057,23860,583,35,79,0,0,4378
1713469424.8504632,7228667,6521,-4080,-570,-9848,-1088,23860,583,35,79,0,0,4346
1713469424.8542187,7228671,5851,-3685,-424,-8824,-1073,23839,631,36,79,0,0,4314
1713469424.8582191,7228675,5265,-3220,33,-7528,-1190,23839,631,36,79,0,0,4273
1713469424.8622189,7228679,4784,-2647,702,-5544,-1357,23839,631,36,79,0,0,4247
1713469424.8662224,7228683,4437,-1910,1461,-3448,-1437,23826,689,36,79,0,0,4219
1713469424.8702173,7228687,4249,-1041,2169,-1008,-1375,23826,689,36,79,0,0,4202
1713469424.874216,7228691,4225,-128,2745,216,-1141,23842,605,36,79,0,0,4198
1713469424.8782213,7228695,4345,661,3184,1208,-972,23842,605,36,79,0,0,4200
1713469424.8822167,7228699,4540,1074,3364,1744,-1010,23842,605,36,79,0,0,4204
1713469424.8862193,7228703,4771,1266,3175,1752,-891,23878,450,36,79,0,0,4212
1713469424.8902159,7228707,4995,1234,2584,1328,-934,23878,450,36,79,0,0,4221
1713469424.8942099,7228711,5187,1054,1723,680,-997,23922,284,35,79,0,0,4223
1713469424.8982224,7228715,5330,784,773,-64,-1068,23922,284,35,79,0,0,4223
1713469424.9022164,7228719,5413,455,-63,-152,-1271,23922,284,35,79,0,0,4220
1713469424.90625,7228723,5429,86,-676,-496,-1384,23944,215,36,79,0,0,4216
1713469424.910312,7228727,5397,-176,-1077,-968,-1069,23944,215,36,79,0,0,4210
1713469424.9142232,7228731,5335,-339,-1235,-1504,-900,23947,235,36,79,0,0,4205
1713469424.918221,7228735,5238,-533,-1222,-2104,-953,23947,235,36,79,0,0,4195
1713469424.92223,7228739,5102,-753,-1116,-2728,-1058,23947,235,36,79,0,0,4187
1713469424.9266481,7228743,4921,-991,-1002,-3264,-1123,23934,298,36,79,0,0,4176
1713469424.930218,7228747,4699,-1223,-935,-3856,-1160,23934,298,36,79,0,0,4165
1713469424.9345243,7228751,4432,-1460,-940,-4360,-1170,23916,361,36,79,0,0,4155
1713469424.9382644,7228755,4127,-1683,-984,-4744,-1166,23916,361,36,79,0,0,4140
1713469424.9422162,7228759,3791,-1848,-986,-5048,-1208,23916,361,36,79,0,0,4125
1713469424.9462407,7228763,3440,-1935,-922,-4960,-1236,23898,417,36,79,0,0,4103
1713469424.9502146,7228767,3095,-1894,-770,-4760,-1254,23898,417,36,79,0,0,4084
1713469424.9542449,7228771,2772,-1778,-514,-4384,-1218,23887,474,36,79,0,0,4059
1713469424.9582448,7228775,2479,-1611,-197,-4088,-1202,23887,474,36,79,0,0,4034
1713469424.9622147,7228779,2217,-1440,138,-3704,-1182,23887,474,36,79,0,0,4017
1713469424.966219,7228783,1984,-1283,421,-3368,-1196,23882,485,35,79,0,0,3994
1713469424.970216,7228787,1770,-1178,584,-3152,-1175,23882,485,35,79,0,0,3979
1713469424.9742143,7228791,1561,-1143,616,-3256,-1171,23887,472,36,79,0,0,3957
1713469424.978239,7228795,1349,-1166,516,-3416,-1202,23887,472,36,79,0,0,3934
1713469424.9822352,7228799,1120,-1264,329,-3728,-1229,23887,472,36,79,0,0,3914
1713469424.986232,7228803,862,-1414,79,-4016,-1244,23892,439,36,79,0,0,3887
1713469424.9902198,7228807,571,-1602,-190,-4520,-1282,23892,439,36,79,0,0,3864
1713469424.9942157,7228811,239,-1821,-430,-5024,-1302,23891,447,36,79,0,0,3835
1713469424.9982157,7228815,-129,-2030,-634,-5520,-1334,23891,447,36,79,0,0,3805
1713469425.0022154,7228819,-531,-2215,-768,-5824,-1393,23891,447,36,79,0,0,3783
1713469425.0062184,7228823,-949,-2299,-807,-5952,-1414,23877,492,36,79,0,0,3752
1713469425.010217,7228827,-1362,-2273,-730,-5864,-1406,23877,492,36,79,0,0,3729
1713469425.014215,7228831,-1750,-2135,-521,-5496,-1397,23862,555,35,79,0,0,3700
1713469425.0182192,7228835,-2099,-1926,-201,-5000,-1396,23862,555,35,79,0,0,3672
1713469425.0222137,7228839,-2401,-1661,188,-4144,-1397,23862,555,35,79,0,0,3653
1713469425.026219,7228843,-2640,-1314,585,-3208,-1427,23858,590,36,79,0,0,3633
1713469425.0302122,7228847,-2810,-935,935,-2192,-1420,23858,590,36,79,0,0,3622
1713469425.0344112,7228851,-2904,-518,1225,-1152,-1350,23871,535,36,79,0,0,3612
1713469425.038221,7228855,-2928,-126,1446,-272,-1279,23871,535,36,79,0,0,3607
1713469425.0422604,7228858,-2917,47,1553,-104,-1342,23871,535,36,79,0,0,3607
1713469425.0530164,7228870,-2760,311,1099,-64,-1228,23897,435,36,79,0,0,3610
1713469425.0547166,7228871,-2747,303,1004,-72,-1228,23918,338,35,79,0,0,3611
1713469425.0563207,7228873,-2723,277,795,-80,-1237,23918,338,35,79,0,0,3613
1713469425.0586097,7228875,-2703,245,596,-112,-1246,23918,338,35,79,0,0,3614
1713469425.0652504,7228882,-2647,169,22,-96,-1227,23932,288,35,79,0,0,3618
1713469425.066866,7228884,-2629,185,-52,-96,-1204,23932,288,35,79,0,0,3621
1713469425.0702157,7228887,-2600,199,-103,-64,-1200,23932,288,35,79,0,0,3625
1713469425.0742188,7228891,-2547,294,-61,24,-1195,23935,266,36,79,0,0,3631
1713469425.0782537,7228895,-2461,466,91,184,-1195,23935,266,36,79,0,0,3641
1713469425.0822527,7228899,-2334,702,314,744,-1173,23935,266,36,79,0,0,3650
1713469425.0862248,7228903,-2161,946,564,1288,-1176,23943,234,36,79,0,0,3667
1713469425.0902178,7228907,-1945,1187,771,1880,-1228,23943,234,36,79,0,0,3681
1713469425.0942147,7228911,-1693,1386,916,2224,-1267,23955,186,36,79,0,0,3703
1713469425.0982215,7228915,-1412,1548,951,2440,-1291,23955,186,36,79,0,0,3725
1713469425.1022315,7228919,-1112,1649,885,2520,-1325,23955,186,36,79,0,0,3745
1713469425.106234,7228923,-811,1661,723,2296,-1379,23973,125,36,79,0,0,3768
1713469425.1102471,7228927,-522,1592,490,1848,-1438,23973,125,36,79,0,0,3786
1713469425.114217,7228931,-259,1442,206,1304,-1518,23984,111,36,79,0,0,3809
1713469425.1182182,7228935,-42,1199,-125,600,-1632,23984,111,36,79,0,0,3828
1713469425.1222157,7228939,124,920,-470,168,-1838,23984,111,36,79,0,0,3840
1713469425.126312,7228943,228,566,-794,-144,-2158,23982,112,36,79,0,0,3851
1713469425.1302164,7228947,270,236,-1071,-528,-2326,23982,112,36,79,0,0,3857
1713469425.1342254,7228951,280,52,-1208,-800,-2192,23968,182,36,79,0,0,3862
1713469425.1389422,7228956,273,-25,-1128,-880,-2223,23968,182,36,79,0,0,3864
1713469425.1422186,7228959,271,-25,-950,-832,-2363,23968,182,36,79,0,0,3867
1713469425.1462448,7228963,276,29,-635,-760,-2538,23951,264,36,79,0,0,3869
1713469425.1502154,7228967,288,66,-300,-752,-2674,23951,264,36,79,0,0,3872
1713469425.1542413,7228971,303,79,-44,-728,-2783,23937,340,36,79,0,0,3876
1713469425.158371,7228975,325,122,89,-472,-2938,23937,340,36,79,0,0,3881
1713469425.1622987,7228979,366,223,168,-320,-3098,23937,340,36,79,0,0,3884
1713469425.1663032,7228983,424,317,224,-184,-3144,23932,347,35,79,0,0,3890
1713469425.170299,7228987,498,407,280,-128,-3191,23932,347,35,79,0,0,3896
1713469425.1743,7228991,588,493,338,-88,-3256,23935,329,35,79,0,0,3903
1713469425.178296,7228995,684,529,362,-80,-3361,23935,329,35,79,0,0,3914
1713469425.1822944,7228999,785,551,329,-136,-3462,23935,329,35,79,0,0,3920
1713469425.186303,7229003,882,535,238,-56,-3399,23941,268,35,79,0,0,3930
1713469425.1902971,7229007,981,544,153,-64,-3388,23941,268,35,79,0,0,3936
1713469425.1942964,7229011,1069,483,49,-144,-3483,23946,221,36,79,0,0,3945
1713469425.1982987,7229015,1151,453,-32,-168,-3409,23946,221,36,79,0,0,3952
1713469425.2022953,7229019,1229,430,-89,-184,-3343,23946,221,36,79,0,0,3958
1713469425.2077105,7229024,1316,372,-132,-272,-3432,23944,226,35,79,0,0,3964
1713469425.2118258,7229029,1388,311,-162,-392,-3484,23944,226,35,79,0,0,3971
1713469425.2148483,7229032,1423,271,-180,-536,-3497,23938,253,35,79,0,0,3974
1713469425.2182736,7229035,1459,262,-174,-568,-3549,23938,253,35,79,0,0,3980
1713469425.222292,7229039,1501,227,-174,-624,-3602,23938,253,35,79,0,0,3983
1713469425.2262983,7229043,1539,212,-165,-696,-3670,23926,291,36,79,0,0,3987
1713469425.230294,7229047,1578,218,-123,-672,-3720,23926,291,36,79,0,0,3990
1713469425.2342968,7229051,1616,210,-88,-696,-3756,23913,316,35,79,0,0,3996
1713469425.2382956,7229055,1655,213,-49,-632,-3828,23913,316,35,79,0,0,3999
1713469425.250666,7229067,1799,298,59,-424,-3916,23909,329,35,79,0,0,4013
1713469425.2537534,7229071,1863,350,96,-288,-3930,23910,355,36,79,0,0,4018
1713469425.2568648,7229074,1917,385,133,-248,-3918,23910,355,36,79,0,0,4023
1713469425.2598703,7229077,1978,444,171,-168,-3933,23910,355,36,79,0,0,4028
1713469425.2628706,7229080,2044,476,195,-168,-3919,23910,355,36,79,0,0,4033
1713469425.2644832,7229081,2067,491,197,-128,-3908,23916,344,36,79,0,0,4036
1713469425.2662091,7229083,2115,515,210,-136,-3936,23916,344,36,79,0,0,4041
1713469425.270207,7229087,2213,545,223,-88,-3967,23916,344,36,79,0,0,4047
1713469425.2742329,7229091,2319,579,210,-96,-4004,23925,314,35,79,0,0,4058
1713469425.2782085,7229095,2426,586,177,-136,-4038,23925,314,35,79,0,0,4067
1713469425.2822087,7229099,2527,556,120,-152,-4114,23925,314,35,79,0,0,4074
